Driver,Team,Avg_Lap_Time,Max_Speed,Pit_Stops,Stint_Count,Avg_Tyre_Life,Constructor,Grid,Finish_Position,Status,Points,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Season,Race,DNF,Top10,Grid_Finish_Delta
RAI,Alfa Romeo Racing,0 days 00:01:53.894175,221.0,2.0,3.0,15.025,Alfa Romeo Racing,6.0,16.0,+1 Lap,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-10.0
RIC,Renault,0 days 00:01:53.335625,222.0,1.0,2.0,24.475,Renault,10.0,14.0,+1 Lap,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-4.0
RUS,Williams,0 days 00:01:53.458375,221.0,1.0,2.0,13.675,Williams,14.0,15.0,+1 Lap,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-1.0
SAI,McLaren,0 days 00:03:14.682000,,1.0,1.0,1.0,McLaren,15.0,19.0,Power loss,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-4.0
STR,Racing Point,0 days 00:01:52.478780487,224.0,2.0,3.0,8.21951219512195,Racing Point,16.0,10.0,Finished,1.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,6.0
VER,,,,,,,Red Bull Racing,5.0,20.0,Accident,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-15.0
VET,Ferrari,0 days 00:01:50.216951219,228.0,2.0,3.0,10.439024390243903,Ferrari,2.0,4.0,Finished,13.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,-2.0
ALB,Red Bull Racing,0 days 00:01:26.527924528,316.0,1.0,2.0,15.226415094339623,Red Bull Racing,8.0,6.0,Finished,8.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,2.0
BOT,Mercedes,0 days 00:01:25.424528301,317.0,1.0,2.0,15.283018867924529,Mercedes,3.0,2.0,Finished,18.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,1.0
GAS,Toro Rosso,0 days 00:01:27.171230769,316.0,1.0,2.0,13.576923076923077,Toro Rosso,17.0,11.0,+1 Lap,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,6.0
GIO,Alfa Romeo Racing,0 days 00:01:27.107173076,312.0,1.0,2.0,13.98076923076923,Alfa Romeo Racing,10.0,9.0,+1 Lap,2.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,1,1.0
GRO,Haas F1 Team,0 days 00:01:28.681538461,312.0,2.0,3.0,10.711538461538462,Haas F1 Team,13.0,16.0,+1 Lap,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-3.0
HAM,Mercedes,0 days 00:01:26.072905660,316.0,2.0,3.0,13.773584905660377,Mercedes,2.0,3.0,Finished,16.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,-1.0
HUL,Renault,0 days 00:01:26.506226415,312.0,1.0,2.0,15.50943396226415,Renault,6.0,5.0,Finished,10.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,1.0
KUB,Williams,0 days 00:01:29.293803921,305.0,2.0,3.0,11.431372549019608,Williams,15.0,17.0,+2 Laps,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-2.0
KVY,Toro Rosso,0 days 00:01:27.661965517,315.0,1.0,2.0,14.03448275862069,Toro Rosso,12.0,19.0,Engine,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-7.0
LEC,Ferrari,0 days 00:01:25.408773584,321.0,1.0,2.0,15.679245283018869,Ferrari,1.0,1.0,Finished,25.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,0.0
MAG,Haas F1 Team,0 days 00:01:28.616558139,309.0,3.0,3.0,9.0,Haas F1 Team,11.0,18.0,Hydraulics,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-7.0
NOR,McLaren,0 days 00:01:27.136250,320.0,1.0,2.0,13.673076923076923,McLaren,16.0,10.0,+1 Lap,1.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,1,6.0
PER,Racing Point,0 days 00:01:26.801264150,318.0,1.0,2.0,13.79245283018868,Racing Point,18.0,7.0,Finished,6.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,11.0
RAI,Alfa Romeo Racing,0 days 00:01:28.305096153,320.0,2.0,3.0,13.5,Alfa Romeo Racing,0.0,15.0,+1 Lap,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-15.0
RIC,Renault,0 days 00:01:26.267547169,313.0,1.0,2.0,15.679245283018869,Renault,5.0,4.0,Finished,12.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,1.0
RUS,Williams,0 days 00:01:27.835288461,310.0,1.0,2.0,13.673076923076923,Williams,14.0,14.0,+1 Lap,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,0.0
SAI,McLaren,0 days 00:01:26.497259259,315.0,1.0,1.0,17.0,McLaren,7.0,20.0,Wheel,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-13.0
STR,Racing Point,0 days 00:01:27.418884615,316.0,2.0,3.0,15.076923076923077,Racing Point,9.0,12.0,+1 Lap,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-3.0
VER,Red Bull Racing,0 days 00:01:26.814283018,327.0,2.0,3.0,13.754716981132075,Red Bull Racing,19.0,8.0,Finished,4.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,0,1,11.0
VET,Ferrari,0 days 00:01:27.806769230,321.0,3.0,4.0,14.25,Ferrari,4.0,13.0,+1 Lap,0.0,21.0972972972973,33.04054054054055,51.574774774774774,0.0,1.5666666666666667,2019,Italian Grand Prix,1,0,-9.0
ALB,Red Bull Racing,0 days 00:01:50.681407407,255.0,1.0,2.0,17.87037037037037,Red Bull Racing,6.0,6.0,Finished,8.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,0.0
BOT,Mercedes,0 days 00:01:49.755452830,258.0,1.0,2.0,17.58490566037736,Mercedes,5.0,5.0,Finished,10.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,0.0
GAS,Toro Rosso,0 days 00:01:51.244666666,254.0,1.0,2.0,16.333333333333332,Toro Rosso,11.0,8.0,Finished,4.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,3.0
GIO,Alfa Romeo Racing,0 days 00:01:52.177618181,253.0,2.0,3.0,15.872727272727273,Alfa Romeo Racing,10.0,10.0,Finished,1.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,0.0
GRO,Haas F1 Team,0 days 00:01:52.267327272,250.0,2.0,3.0,11.818181818181818,Haas F1 Team,17.0,11.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,6.0
HAM,Mercedes,0 days 00:01:49.496358490,259.0,1.0,2.0,17.433962264150942,Mercedes,2.0,4.0,Finished,12.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,-2.0
HUL,Renault,0 days 00:01:51.043000,258.0,2.0,3.0,16.77777777777778,Renault,8.0,9.0,Finished,2.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,-1.0
KUB,Williams,0 days 00:01:53.860392857,249.0,2.0,3.0,10.982142857142858,Williams,19.0,16.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,3.0
KVY,Toro Rosso,0 days 00:01:51.475222222,252.0,2.0,3.0,12.037037037037036,Toro Rosso,14.0,15.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,-1.0
LEC,Ferrari,0 days 00:01:48.999113207,257.0,1.0,2.0,17.88679245283019,Ferrari,1.0,2.0,Finished,18.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,-1.0
MAG,Haas F1 Team,0 days 00:01:52.379648148,253.0,2.0,3.0,13.851851851851851,Haas F1 Team,13.0,17.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,-4.0
NOR,McLaren,0 days 00:01:50.944129629,258.0,1.0,2.0,17.88888888888889,McLaren,9.0,7.0,Finished,6.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,2.0
PER,Racing Point,0 days 00:01:51.528435897,251.0,1.0,2.0,11.512820512820513,Racing Point,15.0,19.0,Engine,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,1,0,-4.0
RAI,Alfa Romeo Racing,0 days 00:01:51.862813953,248.0,1.0,2.0,12.813953488372093,Alfa Romeo Racing,12.0,18.0,Collision,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,1,0,-6.0
RIC,Renault,0 days 00:01:52.146481481,258.0,1.0,2.0,16.833333333333332,Renault,20.0,14.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,6.0
RUS,Williams,0 days 00:01:51.061823529,250.0,1.0,2.0,16.529411764705884,Williams,18.0,20.0,Collision,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,1,0,-2.0
SAI,McLaren,0 days 00:01:52.283818181,254.0,2.0,3.0,16.345454545454544,McLaren,7.0,12.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,-5.0
STR,Racing Point,0 days 00:01:52.662581818,254.0,2.0,4.0,12.290909090909091,Racing Point,16.0,13.0,Finished,0.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,0,3.0
VER,Red Bull Racing,0 days 00:01:49.198641509,255.0,1.0,2.0,18.09433962264151,Red Bull Racing,4.0,3.0,Finished,15.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,1.0
VET,Ferrari,0 days 00:01:48.846056603,257.0,1.0,2.0,18.09433962264151,Ferrari,3.0,1.0,Finished,25.0,29.965161290322584,35.752903225806456,66.45548387096774,0.0,1.8574193548387095,2019,Singapore Grand Prix,0,1,2.0
ALB,Red Bull Racing,0 days 00:01:42.827673469,172.0,1.0,2.0,14.816326530612244,Red Bull Racing,0.0,5.0,Finished,10.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,-5.0
BOT,Mercedes,0 days 00:01:41.385571428,172.0,1.0,2.0,17.6734693877551,Mercedes,4.0,2.0,Finished,18.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,2.0
GAS,Toro Rosso,0 days 00:01:45.454000,167.0,1.0,2.0,14.196078431372548,Toro Rosso,16.0,14.0,Finished,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,0,2.0
GIO,Alfa Romeo Racing,0 days 00:01:45.385686274,169.0,1.0,3.0,13.254901960784315,Alfa Romeo Racing,12.0,15.0,Finished,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,0,-3.0
GRO,,,,,,,Haas F1 Team,8.0,20.0,Collision,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,1,0,-12.0
HAM,Mercedes,0 days 00:01:40.059979166,170.0,1.0,2.0,17.9375,Mercedes,2.0,1.0,Finished,26.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,1.0
HUL,Renault,0 days 00:01:44.190180,169.0,2.0,3.0,12.64,Renault,6.0,10.0,Finished,1.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,-4.0
KUB,Williams,0 days 00:01:47.428961538,161.0,2.0,2.0,13.5,Williams,18.0,16.0,Brakes,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,1,0,2.0
KVY,Toro Rosso,0 days 00:01:44.377020,168.0,2.0,3.0,13.04,Toro Rosso,19.0,12.0,Finished,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,0,7.0
LEC,Ferrari,0 days 00:01:40.186125,171.0,1.0,3.0,13.125,Ferrari,1.0,3.0,Finished,15.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,-2.0
MAG,Haas F1 Team,0 days 00:01:43.823680,165.0,1.0,2.0,14.38,Haas F1 Team,13.0,9.0,Finished,2.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,4.0
NOR,McLaren,0 days 00:01:43.931340,168.0,1.0,2.0,16.16,McLaren,7.0,8.0,Finished,4.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,-1.0
PER,Racing Point,0 days 00:01:43.816580,169.0,1.0,2.0,14.54,Racing Point,11.0,7.0,Finished,6.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,4.0
RAI,Alfa Romeo Racing,0 days 00:01:44.414900,168.0,2.0,3.0,14.44,Alfa Romeo Racing,15.0,13.0,Finished,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,0,2.0
RIC,Renault,0 days 00:01:49.232000,161.0,2.0,2.0,11.666666666666666,Renault,10.0,19.0,Collision,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,1,0,-9.0
RUS,Williams,0 days 00:01:45.173720,163.0,1.0,1.0,14.92,Williams,17.0,17.0,Brakes,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,1,0,0.0
SAI,McLaren,0 days 00:01:43.528080,169.0,1.0,2.0,16.0,McLaren,5.0,6.0,Finished,8.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,-1.0
STR,Racing Point,0 days 00:01:44.155780,168.0,1.0,2.0,14.38,Racing Point,14.0,11.0,Finished,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,0,3.0
VER,Red Bull Racing,0 days 00:01:42.933360,171.0,1.0,2.0,16.0,Red Bull Racing,9.0,4.0,Finished,12.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,0,1,5.0
VET,Ferrari,0 days 00:01:40.204375,168.0,1.0,1.0,17.416666666666668,Ferrari,3.0,18.0,Power loss,0.0,22.02977099236641,34.33206106870229,67.41526717557252,0.007633587786259542,1.8740458015267176,2019,Russian Grand Prix,1,0,-15.0
